Quem pintou este quadro?,autor_obra
Qual o autor desta obra?,autor_obra
quem fez esta obra?,autor_obra
quem fez este quadro?,autor_obra
Quem é o autor desta obra?,autor_obra
135831 ? que numero é esse ?,significado_numero
O que o número '135831' representa?,significado_numero
qual é o significado do numero 135831 ao lado esquerdo da pintura?,significado_numero
O que o número 135831 significa?,significado_numero
O que o '135831' representa?,significado_numero
qual o significado do número '135831' no quadro? ,significado_numero
Os numeros 135831 representam alguma coisa ?,significado_numero
135831,significado_numero
O que significam os numeros 135831?,significado_numero
O que representa o número 135831 no quadro?,significado_numero
O que significa 135831?,significado_numero
O que significa o número 135831?,significado_numero
porque tem aquele número 135831?,significado_numero
o que o número 135831 significa?,significado_numero
Qual nome da,sem_compreensão
Conte me mais sobre essa obra,significado_obra
Esta imagem é da cidade de São Paulo?,localização_obra
O que significa o número 135831 no prédio?,significado_numero
o que significa o numero 135831?,significado_numero
O que siginifca este número 135831?,significado_numero
O que significa o número 135831?,significado_numero
O que significa o número 135831 no quadro?,significado_numero
O que é 135831?,significado_numero
O número 135831 significa o que?,significado_numero
o que é 135831?,significado_numero
o que o número 135831 significa nesta obra?,significado_numero
o que é o rio azul lá atrás?,elementos_rio
quantas figuras geométricas?,formas_obra
Por que as figuras são geométricas?,formas_obra
Por que existem tantas figuras geométricas?,formas_obra
o personagem de vermelho é um macaco?,elemento_vermelho
Por quê uma pessoa tem um rabo de macaco ?,elemento_vermelho
Eu achei que tem um macaco na bobra...,elemento_vermelho
Isso é um macaco?,elemento_vermelho
Você é um macaco?,elemento_vermelho
o que significa esse número?,significado_numero
O que significa esse número?,significado_numero
o que significa o numero na pintura?,significado_numero
O que significa o numero no predio?,significado_numero
O que o número representa?,significado_numero
O que é esse número?,significado_numero
o que significa esse numero do predio esquerdo?,significado_numero
O que significa o número no plano de fundo à esquerda?,significado_numero
O que significa esse número?,significado_numero
O que significa o número que consta no quadro?,significado_numero
O número se refere a um ônibus?,significado_numero
O que significam os numeros à esquerda?,significado_numero
O que será que significa esse numero do lado esquerdo?,significado_numero
O que significa o numero?,significado_numero
Porque você tem esses números em sua pintura?,significado_numero
Que número é esse em sua pintura?,significado_numero
o número que aparece na tela tem algum significado para o artista? ,significado_numero
Qual o estilo dessa obra?,estilo_pintura
Qual estilo de pintura você representa?,estilo_pintura
Estilo?,estilo_pintura
O que é modernismo?,estilo_pintura
Quem pintou esse quadro?,autor_obra
Quem pintou esse quadro?,autor_obra
Quem pintou esse quadro?,autor_obra
Quem pintou este quadro?,autor_obra
quem é tarsila do Amaral?,biografia_tarsila
Quem foi Tarsila do Amaral?,biografia_tarsila
Quem foi Tarsila?,biografia_tarsila
Onde é essa cidade?,localização_obra
"Que local é esse, onde fica? ",localização_obra
Onde estão as pessoas?,localização_obra
Onde fica esta cidade?,localização_obra
Aonde vocês vivem?,localização_obra
Que local é este ?,localização_obra
Qual local de são paulo é retratado na pintura?,localização_obra
Que cidade ela pintou?,localização_obra
Essa é alguma cidade específica?,localização_obra
Que cidade ele quer retratar?,localização_obra
A imagem representa qual cidade?,localização_obra
São Paulo é o nome da Cidade?,localização_obra
que cidade é essa?,localização_obra
Que cidade é essa?,localização_obra
Que cidade está retratada?,localização_obra
A pintura retrata uma cidade ?,localização_obra
Que cidade é essa?,localização_obra
esta obra retrata uma cidade? ,localização_obra
Que cidade seria essa?,localização_obra
que lugar é este?,localização_obra
Quando isto foi pintado ?,data_obra
Quando você foi pintado?,data_obra
Quando a obra foi pintada?,data_obra
Quando esse quadro foi feito ? ,data_obra
Quando o quadro foi pintado?,data_obra
Em que época você foi pintado?,data_obra
que epoca a obra foi pintada?,data_obra
A imagem representa São Paulo de qual época?,data_obra
que lugar é este ?,localização_obra
Qual o significado dessa numeração utilizada?,significado_numero
O que o numeral no canto superior esquerdo representa?,significado_numero
de onde o bondinho está vindo?,destino_bonde
para onde o bondinho está indo?,destino_bonde
o que é modernismo?,estilo_pintura
"Esta obra pertenceu ao modernismo. De forma resumida, o que foi o modernismo?",estilo_pintura
O que é Modernismo?,estilo_pintura
O que o modernismo costuma representar,estilo_pintura
qual o significado da obra?,significado_obra
o que significa esse quadro?,significado_obra
O que significa esta pintura ?,significado_obra
o que significa esse quadro?,significado_obra
O que significa esta representação?,significado_obra
o que significa esta obra?,significado_obra
O que significa?,significado_obra
O que esse quadro significa?,significado_obra
descreva o quadro?,significado_obra
qual a mensagem do artista ?,significado_obra
Qual o objetivo do pintor nesta obra?,significado_obra
O que o artista quis demonstrar com a figura?,significado_obra
O que o quadro quer mostrar?,significado_obra
Quais outras obras do mesmo artista são relacionadas a essa?,outras_obras
Quais outras obras da artista são conhecidas internacionalmente?,outras_obras
Em que ano você foi pintado?,data_obra
Que época de são paulo era essa?,obra_contexto_histórico
Que epoca esta imagem representa ?,obra_contexto_histórico
a pessoa tem um rabo?,elemento_vermelho
Esta pessoa de vermelho tem um rabo?,elemento_vermelho
o homem de vermelho tem rabo ?,elemento_vermelho
"O que é isso ao lado da pessoa em vermelho, é um rabo?",elemento_vermelho
Por que a pessoa de vermelho tem um rabo?,elemento_vermelho
por que essa figura de vermelho tem rabo?,elemento_vermelho
Por que o cara de vermelho parece ter um rabo?,elemento_vermelho
Por que o moço de vermelho tem um rabo?,elemento_vermelho
Porque a pessoa de vermelho parece ter um rabo?,elemento_vermelho
Porque a pessoa de vermelho tem um rabo?,elemento_vermelho
Porque o homem de vermelho tem rabo?,elemento_vermelho
Porque o personagem vermelho tem um rabo ?,elemento_vermelho
Porque voce de vermelho tem rabo ?,elemento_vermelho
Por que o boneco tem um rabo?,elemento_vermelho
por que o homem tem um rabo ?,elemento_vermelho
Por que uma das pessoas tem rabo?,elemento_vermelho
porque a pessoa tem rabo?,elemento_vermelho
Porque a pessoa tinha rabo de gato?,elemento_vermelho
Porque a representação de uma pessoa com um rabo? Devia ser um gato?,elemento_vermelho
Porque o home tem rabo?,elemento_vermelho
Qual o nome deste quadro?,nome_obra
Qual o nome desse quadro?,nome_obra
Qual o nome do quadro?,nome_obra
Quais as formas que podemos identificar nessa obra?,formas_obra
Por que este quadro tem estas formas?,formas_obra
Qual lugar esta pintura representa?,localização_obra
Que lugar é este?,localização_obra
O que representa essa quadro da Tarsila do Amaral?,significado_obra
"Onde Tarsila do Amaral, pintou esse quadro e em que ano?",localização_obra
foi uma criança que desenhou?,autor_obra
1) Que tipo de arte é?,estilo_pintura
Em museus está exposta?,museu_obra
O que a artista queria retratar nesta obra?,significado_obra
O que a artista quis retratar?,significado_obra
Qual é a paisagem referencia dessa pintura ?,localização_obra
A qual movimento ela pertence?,estilo_pintura
que número é esse que aparece?,significado_numero
O que você sabe sobre a Tarsila?,biografia_tarsila
Em que momento histórico se insere Tarsila do Amaral?,obra_contexto_histórico
Qual período da história do Brasil essa obra representa ?,obra_contexto_histórico
O que Tarsila estava pensando quando pintou esta obra?,sem_resposta
O que Tarsila estava sentindo quando pintou esta obra?,sem_resposta
qual foi a técnica utilizada? óleo? ,técnica_obra
O que esta obra representa?,significado_obra
Qual foi a importância de Tarsila para o movimento artístico da época?,importância_artista
Quão importante foi Tarsila do Amaral para o modernismo?,importância_artista
Essa obra foi influenciada por outros artista da epoca ou de obras semelhantes?,influências_artista
O que ela estava buscando retratar?,significado_numero
Este quadro retrata qual década?,data_obra
Qual conceito dessas cores utilizadas?,cores_obra
Por que tantas cores?,cores_obra
As cores dessa obra diferem de obras anteriores da autora ou a mesma apenas usou cores de outros quadros próprios?,cores_obra
é no Brasil?,localização_obra
essas coisas na frente são pessoas?,pessoas_obra
Essas figuras na frente são pessoas?,pessoas_obra
O que vemos em primeiro plano são pessoas?,pessoas_obra
O que as pessoas estão fazendo?,pessoas_obra
Existem pessoas na imagem?,pessoas_obra
sao duas pessoas?,pessoas_obra
vocês são pessoas?,pessoas_obra
São postes ou pessoas desenhados no quadro?,pessoas_obra
Em qual bairro eles estão?,localização_obra
Qual o valor atual do quadro?,valor_obra
Quanto custa este quadro?,valor_obra
que mensagem este quadro quer passar?,significado_obra
O que acontecia em São Paulo ? ,significado_obra
O que essa pintura representa?,significado_obra
Quanto vale este quadro?,valor_obra
Qual o artista que fez este quadro?,autor_obra
Qual foi a proposta da pintora nessa obra?,significado_obra
Por que as pessoas não têm rosto?,pessoas_obra
Por que as pessoas são esquisitas?,pessoas_obra
porque as pessoas não tem braços?,pessoas_obra
você foi inspirado em figuras geometricas?,formas_obra
Por que ele parece que foi feito por uma criança?,formas_obra
Qual o contexto histórico da obra de arte?,obra_contexto_histórico
em que foi inspirado?,inspiração_obra
O que representam as figuras vermelha e azul?,pessoas_obra
Por que as pessoas não têm braços e uma delas tem uma espécie de cauda?,pessoas_obra
é um macaco de vermelho?,elemento_vermelho
O individuo de vermelho é um gato?,elemento_vermelho
Por que a pessoa de vermelho tem um rabinho?,elemento_vermelho
Por que a pessoa da esquerda tem uma cauda?,elemento_vermelho
Essa pessoa próximo a árvore mais a frente poderia ser um macaco?,elemento_vermelho
Esta pergunta é de qual período?,data_obra
Esta pintura é de qual períoro?,data_obra
Nome da obra?,nome_obra
Qual o nome da obra?,nome_obra
Qual o nome da tela ? ,nome_obra
Quais estilos influenciaram o modernismo?,estilo_pintura
Onde foi pintada?,localização_obra
De onde e esta paisagem ?,localização_obra
aonde essa pintura foi feita ?,localização_obra
Onde é?,localização_obra
onde é isso?,localização_obra
Qual o movimento artistico essa pintura faz parte?,estilo_pintura
o que esta figura quer dizer?,significado_obra
o que quer dizer este quadr?,significado_obra
O que quis dizer com a obra,significado_obra
O que Tarsila do Amaral quis dizer com essa pintura?,significado_obra
O que tarsila quis dizer com esta pintura?,significado_obra
qual o contexto?,significado_obra
Porque Tarsila do Amaral pintou este quadro?,significado_obra
em que bairro é?,localização_obra
Onde nasceu Tarsila do Amaral,nascimento_autor
O que significam esses números 3h58 31,significado_numero
Porque a árvore é tão redonda,elemento_árvore_redonda
O que que essa árvore é toda redonda,elemento_árvore_redonda
Qual é a árvore do centro da pintura,elemento_árvore_redonda
Porque tem um coqueiro lá no fundo?,elemento_árvore_fundo
